"COORD_TRF_CODE","COORD_TRF_EPSG_NAME","COORD_TRF_EPSG_ABBR","COORD_TRF_USER_NAME","DESCRIPTION","AREA_OF_USE","COORD_TRF_METHOD_CODE","PARAMETER_1","PARAMETER_2","PARAMETER_3","PARAMETER_4","PARAMETER_5","PARAMETER_6","PARAMETER_7","UOM_LENGTH_CODE","UOM_ANGLE_CODE","PRIME_MERIDIAN_CODE","UOM_SCALE_CODE","PARAMETER_35","PARAMETER_36","PARAMETER_37","REVISION_DATE","INFORMATION_SOURCE","DATA_SOURCE","REMARKS","CHANGE_ID"
1110,Ain el Abd to WGS 84 (1),,,,Bahrain,9603,-150.0,-250.0,-1.0,-1.0,-1.0,-1.0,-1.0,9001,9001,9001,9001,,,,1997-04-11 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,97.06
1111,Ain el Abd to WGS 84 (2),,,,Saudi Arabia,9603,-143.0,-236.0,7.0,7.0,7.0,7.0,7.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1112,Amersfoort to WGS 84 (1),,,,Netherlands,9606,593.16,26.15,478.54,-6.3239,-0.5008,-5.5487,4.0775,9001,9109,9109,9202,,,,1997-04-11 00:00:00,Nederlandse Commissie voor Geodesie publication 30; 1993,EPSG,,97.07
1113,Arc 1950 to WGS 84 (1),,,,MEAN FOR Botswana; Lesotho; Malawi; Swaziland; Zaire; Zambia; Zimbabwe,9603,-143.0,-90.0,-294.0,-294.0,-294.0,-294.0,-294.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1114,Arc 1950 to WGS 84 (2),,,,Botswana,9603,-138.0,-105.0,-289.0,-289.0,-289.0,-289.0,-289.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1115,Arc 1950 to WGS 84 (3),,,,Burundi,9603,-153.0,-5.0,-292.0,-292.0,-292.0,-292.0,-292.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1116,Arc 1950 to WGS 84 (4),,,,Lesotho,9603,-125.0,-108.0,-295.0,-295.0,-295.0,-295.0,-295.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1117,Arc 1950 to WGS 84 (5),,,,Malawi,9603,-161.0,-73.0,-317.0,-317.0,-317.0,-317.0,-317.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1118,Arc 1950 to WGS 84 (6),,,,Swaziland,9603,-134.0,-105.0,-295.0,-295.0,-295.0,-295.0,-295.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1119,Arc 1950 to WGS 84 (7),,,,Zaire,9603,-169.0,-19.0,-278.0,-278.0,-278.0,-278.0,-278.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1120,Arc 1950 to WGS 84 (8),,,,Zambia,9603,-147.0,-74.0,-283.0,-283.0,-283.0,-283.0,-283.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1121,Arc 1950 to WGS 84 (9),,,,Zimbabwe,9603,-142.0,-96.0,-293.0,-293.0,-293.0,-293.0,-293.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1122,Arc 1960 to WGS 84 (1),,,,MEAN FOR Kenya; Tanzania,9603,-160.0,-6.0,-302.0,-302.0,-302.0,-302.0,-302.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1123,Batavia to WGS 84 (1),,,,Indonesia (Sumatra),9603,-377.0,681.0,-50.0,-50.0,-50.0,-50.0,-50.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1124,Bermuda 1957 to WGS 84 (1),,,,Bermuda,9603,-73.0,213.0,296.0,296.0,296.0,296.0,296.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1125,Bogota to WGS 84 (1),,,,Colombia,9603,307.0,304.0,-318.0,-318.0,-318.0,-318.0,-318.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1126,Bukit Rimpah to WGS 84 (1),,,,Indonesia (Bangka & Belitung Islands),9603,-384.0,664.0,-48.0,-48.0,-48.0,-48.0,-48.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1127,Campo Inchauspe to WGS 84 (1),,,,Argentina,9603,-148.0,136.0,90.0,90.0,90.0,90.0,90.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1128,Cape to WGS 84 (1),,,,South Africa,9603,-136.0,-108.0,-292.0,-292.0,-292.0,-292.0,-292.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1129,Cape to WGS 84 (2),,,,South Africa,9603,-134.73,-110.92,-292.66,-292.66,-292.66,-292.66,-292.66,9001,9001,9001,9001,,,,1996-10-18 00:00:00,"Private Communication, Directorate of Surveys and Land Information, Cape Town.",EPSG,,
1130,Carthage to WGS 84 (1),,,,Tunisia,9603,-263.0,6.0,431.0,431.0,431.0,431.0,431.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1131,Chua to WGS 84 (1),,,,Paraguay,9603,-134.0,229.0,-29.0,-29.0,-29.0,-29.0,-29.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1132,Corrego Alegre to WGS 84 (1),,,,Brazil,9603,-206.0,172.0,-6.0,-6.0,-6.0,-6.0,-6.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1133,ED50 to WGS 84 (1),,,,MEAN FOR Austria; Belgium; Denmark; Finland;  France; Germany (west); Gibraltar; Greece;  Italy; Luxembourg; Netherlands; Norway;  Portugal; Spain; Sweden; Switzerland,9603,-87.0,-98.0,-121.0,-121.0,-121.0,-121.0,-121.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,97.02
1134,ED50 to WGS 84 (2),,,,MEAN FOR Austria; Denmark; France; Germany (west); Netherlands; Switzerland,9603,-87.0,-96.0,-120.0,-120.0,-120.0,-120.0,-120.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1135,ED50 to WGS 84 (3),,,,MEAN FOR Iraq; Israel; Jordan; Lebanon;  Kuwait; Saudi Arabia; Syria,9603,-103.0,-106.0,-141.0,-141.0,-141.0,-141.0,-141.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1136,ED50 to WGS 84 (4),,,,Cyprus,9603,-104.0,-101.0,-140.0,-140.0,-140.0,-140.0,-140.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1137,ED50 to WGS 84 (5),,,,Egypt,9603,-130.0,-117.0,-151.0,-151.0,-151.0,-151.0,-151.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1138,ED50 to WGS 84 (6),,,,Ireland; United Kingdom (UK),9603,-86.0,-96.0,-120.0,-120.0,-120.0,-120.0,-120.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1139,ED50 to WGS 84 (7),,,,Finland; Norway,9603,-87.0,-95.0,-120.0,-120.0,-120.0,-120.0,-120.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1140,ED50 to WGS 84 (8),,,,Greece,9603,-84.0,-95.0,-130.0,-130.0,-130.0,-130.0,-130.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1141,ED50 to WGS 84 (9),,,,Iran,9603,-117.0,-132.0,-164.0,-164.0,-164.0,-164.0,-164.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1142,ED50 to WGS 84 (10),,,,Italy (Sardinia),9603,-97.0,-103.0,-120.0,-120.0,-120.0,-120.0,-120.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1143,ED50 to WGS 84 (11),,,,Italy (Sicily),9603,-97.0,-88.0,-135.0,-135.0,-135.0,-135.0,-135.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1144,ED50 to WGS 84 (12),,,,Malta,9603,-107.0,-88.0,-149.0,-149.0,-149.0,-149.0,-149.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1145,ED50 to WGS 84 (13),,,,Portugal; Spain,9603,-84.0,-107.0,-120.0,-120.0,-120.0,-120.0,-120.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1146,ED87 to WGS 84 (1),,,,Denmark - North Sea;  Germany - North Sea;  Netherlands - offshore;  Norway - offshore; United Kingdom - UKCS - North Sea south of 62 deg N,9606,-82.981,-99.719,-110.709,-0.5076,0.1503,0.3898,-0.3143,9001,9109,9109,9202,,,,1997-04-11 00:00:00,"Norwegian Mapping Authority publication 1990:1 and note of 13-Feb-1991 \"Om Transformasjon mellom Geodetiske Datum i Norge\"",EPSG,,97.03  97.04
1147,ED50 to ED87 (2),,,,Norway - offshore north of 65 deg N,9606,-1.51,-0.84,-3.5,-1.893,-0.687,-2.764,0.609,9001,9109,9109,9202,,,,1997-04-11 00:00:00,"Norwegian Mapping Authority note of 13-Feb-1991 \"Om Transformasjon mellom Geodetiske Datum i Norge\"",EPSG,,97.04
1148,Egypt 1907 to WGS 84 (1),,,,Egypt,9603,-130.0,110.0,-13.0,-13.0,-13.0,-13.0,-13.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1149,ETRS89 to WGS 84 (1),,,,Europe,9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001,9001,9001,9001,,,,1997-06-16 00:00:00,EPSG,EPSG,ETRS89 is a realisation of WGS84 coincident to within 1.5 metres.  This transformation has an accuracy equal to the coincidence figure.,97.24
1150,GDA94 to WGS 84 (1),,,,Australia,9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,EPSG,EPSG,GDA94 is a realisation of WGS84 coincident to within 1.5 metres.  This transformation has an accuracy equal to the coincidence figure.,
1151,GD49 to WGS 84 (1),,,,New Zealand,9603,84.0,-22.0,209.0,209.0,209.0,209.0,209.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1152,Hu Tzu Shan to WGS 84 (1),,,,Taiwan,9603,-637.0,-549.0,-203.0,-203.0,-203.0,-203.0,-203.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1153,Indian 1954 to WGS 84 (1),,,,Thailand,9603,217.0,823.0,299.0,299.0,299.0,299.0,299.0,9001,9001,9001,9001,,,,1997-04-11 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,97.06
1154,Indian 1975 to WGS 84 (1),,,,Thailand,9603,209.0,818.0,290.0,290.0,290.0,290.0,290.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 second edition September 1991,EPSG,,
1155,Kalianpur to WGS 84 (1),,,,Bangladesh,9603,282.0,726.0,254.0,254.0,254.0,254.0,254.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1156,Kalianpur to WGS 84 (2),,,,India; Nepal,9603,295.0,736.0,257.0,257.0,257.0,257.0,257.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1157,Kandawala to WGS 84 (1),,,,Sri Lanka,9603,-97.0,787.0,86.0,86.0,86.0,86.0,86.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1158,Kertau to WGS 84 (1),,,,Malaysia - West Malaysia; Singapore,9603,-11.0,851.0,5.0,5.0,5.0,5.0,5.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1159,Leigon to WGS 84 (1),,,,Ghana,9603,-130.0,29.0,364.0,364.0,364.0,364.0,364.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1160,Liberia 1964 to WGS 84 (1),,,,Liberia,9603,-90.0,40.0,88.0,88.0,88.0,88.0,88.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1161,Luzon 1911 to WGS 84 (1),,,,Philippines (Excluding Mindanao),9603,-133.0,-77.0,-51.0,-51.0,-51.0,-51.0,-51.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1162,Luzon 1911 to WGS 84 (2),,,,Philippines (Mindanao),9603,-133.0,-79.0,-72.0,-72.0,-72.0,-72.0,-72.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1163,M'poraloko to WGS 84 (1),,,,Gabon,9603,-74.0,-130.0,42.0,42.0,42.0,42.0,42.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1164,Mahe 1971 to WGS 84 (1),,,,Mahe Island,9603,41.0,-220.0,-134.0,-134.0,-134.0,-134.0,-134.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1165,Massawa to WGS 84 (1),,,,Ethiopia (Eritrea),9603,639.0,405.0,60.0,60.0,60.0,60.0,60.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1166,Merchich to WGS 84 (1),,,,Morocco,9603,31.0,146.0,47.0,47.0,47.0,47.0,47.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1167,Minna to WGS 84 (1),,,,Cameroon,9603,-81.0,-84.0,115.0,115.0,115.0,115.0,115.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1168,Minna to WGS 84 (2),,,,Nigeria,9603,-92.0,-93.0,122.0,122.0,122.0,122.0,122.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1169,Monte Mario to WGS 84 (1),,,,Italy (Sardinia),9603,-225.0,-65.0,9.0,9.0,9.0,9.0,9.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1170,NAD27 to WGS 84 (1),,,,MEAN FOR Antigua; Barbados; Barbuda;  Caicos Islands; Cuba; Dominican Republic;  Grand Cayman; Jamaica; Turks Islands,9603,-3.0,142.0,183.0,183.0,183.0,183.0,183.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1171,NAD27 to WGS 84 (2),,,,MEAN FOR Belize; Costa Rica; El Salvador;  Guatemala; Honduras; Nicaragua,9603,0.0,125.0,194.0,194.0,194.0,194.0,194.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1172,NAD27 to WGS 84 (3),,,,MEAN FOR Canada,9603,-10.0,158.0,187.0,187.0,187.0,187.0,187.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1173,NAD27 to WGS 84 (4),,,,MEAN FOR United States (USA) (CONUS),9603,-8.0,160.0,176.0,176.0,176.0,176.0,176.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1174,NAD27 to WGS 84 (5),,,,MEAN FOR United States (USA) (CONUS East of Mississippi River  including Louisiana; Missouri; Minnesota),9603,-9.0,161.0,179.0,179.0,179.0,179.0,179.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1175,NAD27 to WGS 84 (6),,,,MEAN FOR United States (USA) (CONUS West of Mississippi River),9603,-8.0,159.0,175.0,175.0,175.0,175.0,175.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1176,NAD27 to WGS 84 (7),,,,United States (USA) - Alaska (Excluding Aleutian Islands),9603,-5.0,135.0,172.0,172.0,172.0,172.0,172.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1177,NAD27 to WGS 84 (8),,,,Bahamas (Except San Salvador Island),9603,-4.0,154.0,178.0,178.0,178.0,178.0,178.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1178,NAD27 to WGS 84 (9),,,,Bahamas (San Salvador Island),9603,1.0,140.0,165.0,165.0,165.0,165.0,165.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1179,NAD27 to WGS 84 (10),,,,Canada (Alberta; British Columbia),9603,-7.0,162.0,188.0,188.0,188.0,188.0,188.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1180,NAD27 to WGS 84 (11),,,,Canada (Manitoba; Ontario),9603,-9.0,157.0,184.0,184.0,184.0,184.0,184.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1181,NAD27 to WGS 84 (12),,,,Canada (New Brunswick; Newfoundland; Nova Scotia; Quebec),9603,-22.0,160.0,190.0,190.0,190.0,190.0,190.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1182,NAD27 to WGS 84 (13),,,,Canada (Northwest Territories; Saskatchewan),9603,4.0,159.0,188.0,188.0,188.0,188.0,188.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1183,NAD27 to WGS 84 (14),,,,Canada (Yukon),9603,-7.0,139.0,181.0,181.0,181.0,181.0,181.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1184,NAD27 to WGS 84 (15),,,,Panama - Canal Zone,9603,0.0,125.0,201.0,201.0,201.0,201.0,201.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1185,NAD27 to WGS 84 (16),,,,Cuba,9603,-9.0,152.0,178.0,178.0,178.0,178.0,178.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1186,NAD27 to WGS 84 (17),,,,Greenland (Hayes Peninsula),9603,11.0,114.0,195.0,195.0,195.0,195.0,195.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1187,NAD27 to WGS 84 (18),,,,Mexico,9603,-12.0,130.0,190.0,190.0,190.0,190.0,190.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1188,NAD83 to WGS 84 (1),,,,Canada; Central America; Mexico; United States (USA) (Alaska (Excluding Aleutian Islands); CONUS),9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,NAD83 is a realisation of WGS84 coincident to within 1.5 metres.  This transformation has an accuracy equal to the coincidence figure.,97.06
1189,Nahrwan 1967 to WGS 84 (1),,,,Oman (Masirah Island),9603,-247.0,-148.0,369.0,369.0,369.0,369.0,369.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1190,Nahrwan 1967 to WGS 84 (2),,,,Saudi Arabia,9603,-243.0,-192.0,477.0,477.0,477.0,477.0,477.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,,
1191,Nahrwan 1967 to WGS 84 (3),,,,United Arab Emirates (UAE),9603,-249.0,-156.0,381.0,381.0,381.0,381.0,381.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1192,Naparima 1972 to WGS 84 (1),,,,Trinidad and Tobago,9603,-10.0,375.0,165.0,165.0,165.0,165.0,165.0,9001,9001,9001,9001,,,,1998-06-30 00:00:00,U.S. Defense Mapping Agency  TR8350.2 revision of August 1993,EPSG,CAUTION: EPSG believes that these parameter values include a blunder and that if NIMA transformation parameters are to be used the 1987 version (EPSG code 1307) be used.,98.102
1193,NTF to WGS 84 (1),,,,France,9603,-168.0,-60.0,320.0,320.0,320.0,320.0,320.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,IGN technical report RT/G 14; January 1988,EPSG,,
1194,NTF (Paris) to NTF,,,,France - onshore.,9601,-2.5969213,-2.5969213,-2.5969213,-2.5969213,-2.5969213,-2.5969213,-2.5969213,-2.5969213,9105,9105,9105,,,,1997-04-11 00:00:00,EPSG,EPSG,Change of prime meridian.,
1195,OSGB 1936 to WGS 84 (1),,,,MEAN FOR United Kingdom (UK) - Great Britain (England; Scotland; Wales); Isle of Man,9603,375.0,-111.0,431.0,431.0,431.0,431.0,431.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1196,OSGB 1936 to WGS 84 (2),,,,United Kingdom (UK) - England,9603,371.0,-112.0,434.0,434.0,434.0,434.0,434.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1197,OSGB 1936 to WGS 84 (3),,,,United Kingdom (UK) - England; Wales; Isle of Man,9603,371.0,-111.0,434.0,434.0,434.0,434.0,434.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
1198,OSGB 1936 to WGS 84 (4),,,,United Kingdom (UK) - Scotland (including Shetland Islands),9603,384.0,-111.0,425.0,425.0,425.0,425.0,425.0,9001,9001,9001,9001,,,,1996-10-18 00:00:00,U.S. Defense Mapping Agency  TR8350.2 December 1987,EPSG,,
